customer_id,age,income,occupation,marital_status,children,risk_score,customer_preferences,insurance_type,insurance_premium,policy_recommendation,purchase_probability
4863,38,51266,Teacher,Married,3,0.51,comprehensive coverage,vehicle,2388.54,standard coverage,0.46
4864,34,50558,Freelancer,Married,3,0.25,comprehensive coverage,life,1450.0,standard coverage,0.22
4865,37,110455,Doctor,Divorced,0,0.67,budget-friendly,vehicle,774.23,standard coverage,0.34
4866,46,55184,Business,Married,3,0.64,balanced,health,1377.44,standard coverage,0.59
4867,20,96018,Business,Married,0,0.91,balanced,health,3158.48,standard coverage,0.46
4868,24,97303,Doctor,Single,3,0.28,comprehensive coverage,vehicle,2359.98,standard coverage,0.16
4869,50,90428,Freelancer,Married,0,0.82,budget-friendly,life,1361.12,standard coverage,0.46
4870,43,117473,Freelancer,Single,2,0.67,balanced,vehicle,501.95,standard coverage,0.58
4871,37,79566,Teacher,Married,3,0.84,comprehensive coverage,life,1283.79,full coverage,0.49
4872,60,138230,Lawyer,Divorced,0,0.1,comprehensive coverage,vehicle,1846.05,standard coverage,0.08
4873,54,36995,Doctor,Married,3,0.83,budget-friendly,life,1677.15,standard coverage,0.47
4874,49,106414,Lawyer,Married,1,0.48,budget-friendly,life,650.76,basic coverage,0.4
4875,52,104661,Doctor,Single,3,0.77,budget-friendly,vehicle,2542.98,standard coverage,0.73
4876,38,50792,Teacher,Single,1,0.24,comprehensive coverage,vehicle,2104.64,standard coverage,0.21
4877,69,143415,Freelancer,Single,0,0.35,balanced,life,1807.37,standard coverage,0.23
4878,58,40851,Freelancer,Married,0,0.41,balanced,vehicle,2262.97,standard coverage,0.35
4879,25,149286,Teacher,Divorced,2,0.55,balanced,vehicle,2669.56,standard coverage,0.55
4880,19,110397,Doctor,Single,1,0.51,comprehensive coverage,health,1047.81,standard coverage,0.43
4881,68,80525,Teacher,Married,2,0.24,comprehensive coverage,vehicle,1791.64,standard coverage,0.14
4882,65,129506,Engineer,Married,1,0.9,budget-friendly,life,3178.67,standard coverage,0.7
4883,33,134968,Doctor,Married,0,0.94,budget-friendly,life,431.27,standard coverage,0.66
4884,44,99260,Teacher,Single,0,0.24,comprehensive coverage,life,2063.23,standard coverage,0.14
4885,53,149499,Lawyer,Married,0,0.39,comprehensive coverage,life,2044.52,standard coverage,0.23
4886,27,40433,Business,Married,0,0.8,budget-friendly,vehicle,2154.48,standard coverage,0.72
4887,45,110421,Business,Single,0,0.78,balanced,health,368.31,standard coverage,0.45
4888,34,31556,Teacher,Married,2,0.97,balanced,home,718.5,standard coverage,0.95
4889,42,105420,Lawyer,Married,1,0.95,balanced,health,1633.75,standard coverage,0.92
4890,32,141187,Lawyer,Divorced,2,0.88,budget-friendly,life,991.52,standard coverage,0.83
4891,35,39087,Business,Married,1,0.59,balanced,vehicle,827.97,standard coverage,0.35
4892,45,63969,Freelancer,Divorced,3,0.34,comprehensive coverage,vehicle,997.5,standard coverage,0.24
4893,19,131055,Freelancer,Single,2,0.52,comprehensive coverage,vehicle,325.58,standard coverage,0.39
4894,57,51887,Engineer,Single,0,0.77,budget-friendly,health,720.19,standard coverage,0.66
4895,59,108094,Engineer,Divorced,1,0.1,balanced,life,1061.44,standard coverage,0.06
4896,48,114916,Doctor,Divorced,1,0.7,comprehensive coverage,vehicle,2387.73,full coverage,0.4
4897,48,149520,Doctor,Divorced,2,0.9,budget-friendly,home,1973.93,standard coverage,0.73
4898,42,138724,Lawyer,Married,2,0.21,balanced,vehicle,2377.71,standard coverage,0.16
4899,18,54518,Business,Married,3,0.81,comprehensive coverage,health,466.76,full coverage,0.61
4900,35,75314,Freelancer,Divorced,0,0.89,balanced,home,2723.6,standard coverage,0.47
4901,33,52358,Teacher,Divorced,3,0.07,budget-friendly,vehicle,1458.77,basic coverage,0.05
4902,59,146757,Doctor,Divorced,1,0.96,comprehensive coverage,health,2803.42,full coverage,0.59
4903,54,130646,Engineer,Single,0,0.5,budget-friendly,vehicle,1424.91,basic coverage,0.35
4904,58,138492,Lawyer,Married,2,0.46,comprehensive coverage,vehicle,1291.34,standard coverage,0.31
4905,59,42811,Doctor,Married,3,0.6,comprehensive coverage,health,2820.96,standard coverage,0.47
4906,54,94033,Lawyer,Single,3,0.21,comprehensive coverage,life,585.21,standard coverage,0.14
4907,24,92764,Freelancer,Married,1,0.66,balanced,health,1241.91,standard coverage,0.5
4908,23,64144,Teacher,Divorced,3,0.81,budget-friendly,home,852.27,standard coverage,0.76
4909,31,138282,Doctor,Married,0,0.32,budget-friendly,life,567.77,basic coverage,0.29
4910,39,144481,Business,Divorced,2,0.26,balanced,life,1158.75,standard coverage,0.25
4911,67,39058,Teacher,Single,2,0.92,budget-friendly,life,3560.57,standard coverage,0.82
4912,48,86987,Engineer,Single,2,0.47,balanced,vehicle,2699.07,standard coverage,0.33
4913,62,47190,Lawyer,Married,3,0.63,comprehensive coverage,health,2270.55,full coverage,0.5
4914,27,34354,Teacher,Divorced,0,0.86,balanced,health,2041.18,standard coverage,0.71
4915,63,68062,Teacher,Divorced,1,0.72,balanced,health,2136.07,standard coverage,0.58
4916,57,63291,Teacher,Married,0,0.32,balanced,vehicle,1799.11,standard coverage,0.26
4917,63,97114,Lawyer,Single,2,0.02,comprehensive coverage,vehicle,1120.9,standard coverage,0.02
4918,53,30332,Freelancer,Divorced,2,0.47,comprehensive coverage,vehicle,1693.55,standard coverage,0.39
4919,58,115367,Freelancer,Married,2,0.25,balanced,life,2062.32,standard coverage,0.21
4920,55,137202,Business,Divorced,0,0.42,comprehensive coverage,vehicle,2431.35,standard coverage,0.33
4921,51,58157,Lawyer,Divorced,2,0.46,comprehensive coverage,vehicle,1663.47,standard coverage,0.29
4922,20,138142,Lawyer,Divorced,1,0.87,comprehensive coverage,life,2320.66,full coverage,0.66
4923,40,66953,Engineer,Married,0,0.77,comprehensive coverage,vehicle,908.08,full coverage,0.57
4924,60,41017,Lawyer,Single,1,0.2,balanced,life,1048.47,standard coverage,0.17
4925,34,97059,Lawyer,Single,2,0.32,comprehensive coverage,life,1554.56,standard coverage,0.3
4926,46,137779,Business,Single,0,0.58,budget-friendly,vehicle,1564.6,basic coverage,0.54
4927,18,91284,Freelancer,Married,2,0.57,budget-friendly,health,2484.94,basic coverage,0.35
4928,20,95803,Lawyer,Married,0,0.55,balanced,vehicle,914.43,standard coverage,0.41
4929,31,68964,Lawyer,Single,2,0.95,comprehensive coverage,life,1192.16,full coverage,0.89
4930,28,78818,Lawyer,Married,0,0.69,comprehensive coverage,health,3154.84,full coverage,0.55
4931,47,38463,Freelancer,Single,0,0.1,budget-friendly,vehicle,445.09,basic coverage,0.09
4932,38,140736,Lawyer,Single,0,0.94,comprehensive coverage,home,1220.36,full coverage,0.82
4933,33,111383,Freelancer,Married,2,0.46,balanced,vehicle,2237.32,standard coverage,0.25
4934,63,57486,Engineer,Divorced,2,0.58,budget-friendly,health,1810.08,basic coverage,0.41
4935,68,52937,Engineer,Divorced,2,0.82,balanced,home,761.83,standard coverage,0.62
4936,26,113713,Freelancer,Married,0,0.21,budget-friendly,vehicle,1647.82,basic coverage,0.21
4937,19,62796,Lawyer,Married,2,0.51,balanced,health,902.28,standard coverage,0.48
4938,43,135979,Freelancer,Single,1,0.86,balanced,life,1011.73,standard coverage,0.85
4939,59,41613,Lawyer,Divorced,0,0.74,comprehensive coverage,vehicle,1236.09,full coverage,0.63
4940,20,47903,Engineer,Divorced,1,0.35,comprehensive coverage,life,1184.67,standard coverage,0.26
4941,32,43998,Engineer,Single,1,0.59,comprehensive coverage,health,2902.58,standard coverage,0.59
4942,29,88250,Freelancer,Single,3,0.01,comprehensive coverage,life,1126.02,standard coverage,0.01
4943,36,63441,Lawyer,Divorced,1,0.05,comprehensive coverage,vehicle,532.75,standard coverage,0.04
4944,58,83749,Lawyer,Single,3,0.11,budget-friendly,life,2157.86,basic coverage,0.11
4945,31,86262,Business,Divorced,3,0.69,balanced,health,1503.28,standard coverage,0.54
4946,32,39446,Engineer,Married,0,0.62,balanced,health,3064.71,standard coverage,0.37
4947,40,93004,Engineer,Married,0,0.92,comprehensive coverage,health,1658.54,full coverage,0.65
4948,28,71952,Freelancer,Divorced,2,0.71,balanced,vehicle,607.93,standard coverage,0.54
4949,60,124328,Engineer,Divorced,1,0.42,balanced,vehicle,1910.35,standard coverage,0.39
4950,20,97760,Doctor,Single,3,0.87,comprehensive coverage,health,3530.52,full coverage,0.65
4951,60,95143,Teacher,Married,0,0.04,balanced,life,1520.88,standard coverage,0.03
4952,18,54922,Engineer,Divorced,2,0.01,balanced,vehicle,276.28,standard coverage,0.01
4953,21,134591,Doctor,Single,3,0.25,balanced,vehicle,826.02,standard coverage,0.22
4954,38,42624,Freelancer,Divorced,2,0.13,balanced,life,1389.06,standard coverage,0.1
4955,42,62458,Freelancer,Married,2,0.27,balanced,vehicle,267.02,standard coverage,0.19
4956,37,118973,Teacher,Divorced,3,0.31,comprehensive coverage,life,1526.07,standard coverage,0.25
4957,27,115260,Teacher,Divorced,0,0.46,comprehensive coverage,vehicle,2397.6,standard coverage,0.46
4958,35,35026,Engineer,Divorced,1,0.61,balanced,health,3184.8,standard coverage,0.5
4959,50,144649,Teacher,Divorced,0,0.35,comprehensive coverage,vehicle,1569.01,standard coverage,0.21
4960,52,109923,Doctor,Divorced,0,0.97,comprehensive coverage,home,2803.75,full coverage,0.58
4961,42,44872,Engineer,Married,3,0.54,comprehensive coverage,vehicle,734.41,standard coverage,0.3
4962,20,102423,Lawyer,Single,2,0.88,comprehensive coverage,health,773.69,full coverage,0.52
4963,68,99867,Lawyer,Married,1,0.8,comprehensive coverage,health,2443.32,full coverage,0.76
4964,67,65196,Freelancer,Single,0,0.05,balanced,life,512.67,standard coverage,0.03
4965,30,59162,Lawyer,Single,1,0.47,comprehensive coverage,vehicle,2314.05,standard coverage,0.25
4966,52,77546,Doctor,Married,0,0.81,comprehensive coverage,life,2619.89,full coverage,0.69
4967,42,75515,Doctor,Divorced,1,0.91,budget-friendly,home,1660.59,standard coverage,0.47
4968,35,134174,Freelancer,Single,2,0.63,comprehensive coverage,vehicle,2286.81,full coverage,0.32
4969,68,69796,Teacher,Divorced,2,0.93,balanced,health,1676.2,standard coverage,0.61
4970,47,94579,Freelancer,Married,1,0.66,comprehensive coverage,vehicle,2181.81,full coverage,0.33
4971,57,141529,Doctor,Single,3,0.21,budget-friendly,vehicle,1679.05,basic coverage,0.16
4972,63,68831,Freelancer,Single,2,0.56,balanced,health,2307.63,standard coverage,0.48
4973,47,87320,Engineer,Married,0,0.76,comprehensive coverage,vehicle,2019.42,full coverage,0.46
4974,41,89120,Business,Married,0,0.67,budget-friendly,vehicle,1446.74,standard coverage,0.53
4975,43,54282,Lawyer,Divorced,1,0.08,budget-friendly,life,1416.06,basic coverage,0.06
4976,18,146853,Freelancer,Married,1,0.24,comprehensive coverage,life,1322.28,standard coverage,0.22
4977,50,75484,Teacher,Divorced,2,0.69,comprehensive coverage,vehicle,519.16,full coverage,0.52
4978,25,111991,Teacher,Single,1,0.53,comprehensive coverage,vehicle,1654.47,standard coverage,0.36
4979,29,81958,Lawyer,Divorced,3,0.03,budget-friendly,vehicle,886.18,basic coverage,0.02
4980,25,32631,Lawyer,Single,2,0.74,balanced,health,527.33,standard coverage,0.46
4981,28,85580,Engineer,Single,3,0.08,comprehensive coverage,life,426.19,standard coverage,0.06
4982,31,35634,Teacher,Single,3,0.18,comprehensive coverage,life,1449.37,standard coverage,0.14
4983,35,149710,Freelancer,Married,0,0.9,comprehensive coverage,life,3175.2,full coverage,0.77
4984,61,73230,Lawyer,Divorced,0,0.32,balanced,life,1395.43,standard coverage,0.19
4985,57,64479,Freelancer,Divorced,1,0.03,comprehensive coverage,vehicle,295.86,standard coverage,0.03
4986,18,126095,Doctor,Divorced,3,0.02,budget-friendly,life,1749.91,basic coverage,0.01
4987,38,141895,Teacher,Divorced,3,0.94,budget-friendly,life,2708.47,standard coverage,0.48
4988,27,46129,Doctor,Single,0,0.37,balanced,life,2531.96,standard coverage,0.34
4989,54,58905,Lawyer,Single,2,0.62,balanced,health,3211.15,standard coverage,0.33
4990,46,131890,Engineer,Divorced,1,0.41,comprehensive coverage,vehicle,2430.09,standard coverage,0.38
4991,63,143305,Teacher,Married,0,0.21,comprehensive coverage,vehicle,2224.84,standard coverage,0.21
4992,57,36145,Teacher,Married,3,0.88,comprehensive coverage,home,2976.51,full coverage,0.75
4993,41,35664,Freelancer,Married,0,0.95,budget-friendly,home,3609.12,standard coverage,0.71
4994,61,103761,Lawyer,Divorced,0,0.99,budget-friendly,life,2084.87,standard coverage,0.76
4995,53,127113,Doctor,Single,0,0.04,balanced,life,1940.61,standard coverage,0.03
4996,35,95121,Freelancer,Married,3,0.05,budget-friendly,life,611.37,basic coverage,0.03
4997,32,97621,Business,Married,3,0.86,comprehensive coverage,health,767.71,full coverage,0.64
4998,49,81326,Freelancer,Married,1,0.18,balanced,vehicle,1238.39,standard coverage,0.11
4999,55,39933,Lawyer,Divorced,2,0.56,balanced,vehicle,1035.57,standard coverage,0.33
5000,60,123918,Freelancer,Single,1,0.58,comprehensive coverage,vehicle,2178.13,standard coverage,0.38
5001,62,50627,Doctor,Single,1,0.66,comprehensive coverage,vehicle,2770.49,full coverage,0.33
5002,37,136121,Freelancer,Divorced,0,0.04,comprehensive coverage,life,613.62,standard coverage,0.03
5003,51,118019,Doctor,Single,1,0.31,comprehensive coverage,life,426.43,standard coverage,0.16
5004,26,77264,Freelancer,Single,2,0.51,budget-friendly,vehicle,1954.47,basic coverage,0.29
5005,58,75689,Business,Married,1,0.17,budget-friendly,life,1622.37,basic coverage,0.12
5006,51,78172,Teacher,Single,1,0.94,budget-friendly,health,2413.96,standard coverage,0.8
5007,52,83743,Engineer,Divorced,2,0.83,budget-friendly,health,2642.59,standard coverage,0.64
5008,44,130411,Business,Single,2,0.14,budget-friendly,life,346.26,basic coverage,0.09
5009,59,30449,Lawyer,Married,0,0.67,comprehensive coverage,health,2391.76,full coverage,0.36
5010,35,83997,Doctor,Married,2,0.41,balanced,vehicle,1574.06,standard coverage,0.29
5011,38,78139,Freelancer,Divorced,2,0.31,comprehensive coverage,life,939.37,standard coverage,0.3
5012,35,60415,Business,Single,0,0.29,budget-friendly,vehicle,1281.03,basic coverage,0.17
5013,44,118330,Doctor,Single,0,0.66,budget-friendly,vehicle,889.77,standard coverage,0.61
5014,48,59844,Teacher,Married,0,0.9,balanced,life,462.77,standard coverage,0.8
5015,45,32763,Freelancer,Single,3,0.84,balanced,health,1019.1,standard coverage,0.66
5016,50,41971,Doctor,Married,2,0.35,comprehensive coverage,vehicle,1503.82,standard coverage,0.25
5017,32,120046,Engineer,Divorced,1,0.71,comprehensive coverage,vehicle,1698.7,full coverage,0.59
5018,62,133570,Freelancer,Single,1,0.53,balanced,vehicle,2943.7,standard coverage,0.46
5019,64,94489,Lawyer,Married,3,0.44,budget-friendly,vehicle,2623.02,basic coverage,0.39
5020,53,85790,Teacher,Divorced,1,0.3,comprehensive coverage,life,834.93,standard coverage,0.25
5021,36,86080,Doctor,Single,2,0.08,comprehensive coverage,vehicle,1031.98,standard coverage,0.05
5022,52,90666,Engineer,Married,3,0.19,comprehensive coverage,life,2310.43,standard coverage,0.1
5023,49,145371,Engineer,Married,0,0.57,comprehensive coverage,health,1442.38,standard coverage,0.42
5024,62,88556,Lawyer,Single,3,0.73,comprehensive coverage,health,3401.57,full coverage,0.42
5025,56,142768,Teacher,Divorced,1,0.04,budget-friendly,life,636.82,basic coverage,0.03
5026,29,138783,Lawyer,Single,3,0.38,balanced,vehicle,1769.47,standard coverage,0.28
5027,46,126633,Lawyer,Married,1,0.17,balanced,vehicle,1833.42,standard coverage,0.13
5028,51,72183,Engineer,Married,1,0.6,balanced,health,688.67,standard coverage,0.58
5029,33,40681,Business,Divorced,0,0.86,comprehensive coverage,home,3648.77,full coverage,0.7
5030,39,89741,Doctor,Divorced,2,0.93,budget-friendly,health,2771.43,standard coverage,0.48
5031,25,81320,Teacher,Divorced,0,0.89,comprehensive coverage,health,607.42,full coverage,0.77
5032,29,113570,Business,Divorced,2,0.87,comprehensive coverage,home,614.41,full coverage,0.73
5033,51,122200,Lawyer,Divorced,0,0.6,comprehensive coverage,health,1196.53,standard coverage,0.54
5034,33,116167,Teacher,Married,0,0.24,comprehensive coverage,vehicle,2405.12,standard coverage,0.17
5035,64,50650,Lawyer,Married,0,0.75,balanced,vehicle,2983.74,standard coverage,0.72
5036,26,48768,Freelancer,Divorced,1,0.72,balanced,health,2654.27,standard coverage,0.6
5037,44,139941,Teacher,Married,2,0.17,balanced,vehicle,765.71,standard coverage,0.1
5038,64,85389,Teacher,Single,2,0.19,budget-friendly,life,2056.72,basic coverage,0.16
5039,52,55576,Doctor,Divorced,1,0.11,budget-friendly,life,1306.24,basic coverage,0.08
5040,28,94627,Engineer,Single,0,0.5,comprehensive coverage,vehicle,2972.03,standard coverage,0.35
5041,36,37914,Doctor,Divorced,2,0.32,comprehensive coverage,life,911.38,standard coverage,0.17
5042,48,146488,Doctor,Married,2,0.9,balanced,home,3395.17,standard coverage,0.75
5043,32,68337,Business,Divorced,1,0.04,comprehensive coverage,life,321.57,standard coverage,0.03
5044,44,141833,Doctor,Married,3,0.32,balanced,life,2214.44,standard coverage,0.25
5045,50,85293,Teacher,Married,0,0.88,budget-friendly,life,2313.65,standard coverage,0.83
5046,24,63951,Lawyer,Married,1,1.0,balanced,life,2088.35,standard coverage,0.68
5047,40,81624,Business,Married,1,0.72,budget-friendly,vehicle,1031.34,standard coverage,0.43
5048,53,55610,Teacher,Divorced,0,0.9,comprehensive coverage,life,957.91,full coverage,0.7
5049,39,53488,Freelancer,Single,3,0.02,balanced,life,863.19,standard coverage,0.02
5050,18,48547,Lawyer,Divorced,1,0.77,budget-friendly,health,877.76,standard coverage,0.56
5051,44,120852,Lawyer,Married,1,0.46,comprehensive coverage,life,921.72,standard coverage,0.34
5052,69,57921,Business,Divorced,1,0.69,budget-friendly,vehicle,3341.31,standard coverage,0.35
5053,28,127781,Doctor,Single,2,0.43,budget-friendly,life,2460.21,basic coverage,0.29
5054,68,33079,Business,Divorced,2,0.57,budget-friendly,health,430.62,basic coverage,0.56
5055,29,41546,Business,Married,3,0.26,comprehensive coverage,vehicle,974.76,standard coverage,0.19
5056,38,60929,Freelancer,Married,2,0.57,comprehensive coverage,health,780.96,standard coverage,0.31
5057,25,139320,Business,Married,3,0.29,budget-friendly,life,679.21,basic coverage,0.26
5058,30,75569,Freelancer,Divorced,0,0.28,balanced,vehicle,631.48,standard coverage,0.26
5059,54,43904,Lawyer,Divorced,0,0.33,comprehensive coverage,vehicle,1620.75,standard coverage,0.28
5060,50,92410,Doctor,Single,3,0.2,comprehensive coverage,vehicle,618.44,standard coverage,0.13
5061,67,53853,Freelancer,Single,0,0.22,budget-friendly,life,2431.59,basic coverage,0.14
5062,19,94709,Freelancer,Single,0,0.93,comprehensive coverage,home,1047.71,full coverage,0.76
5063,26,58036,Engineer,Married,3,0.45,budget-friendly,vehicle,2559.79,basic coverage,0.39
5064,30,147387,Lawyer,Divorced,0,0.61,comprehensive coverage,vehicle,2614.13,full coverage,0.53
5065,43,60379,Business,Divorced,0,0.57,budget-friendly,health,3023.47,basic coverage,0.53
5066,62,122585,Freelancer,Married,0,0.27,comprehensive coverage,life,2402.24,standard coverage,0.22
5067,64,92306,Lawyer,Married,1,0.0,budget-friendly,vehicle,1134.23,basic coverage,0.0
5068,69,55970,Teacher,Single,2,0.1,budget-friendly,life,2188.66,basic coverage,0.07
5069,26,101127,Doctor,Married,2,0.83,balanced,health,3355.4,standard coverage,0.78
5070,32,77261,Engineer,Married,2,0.11,balanced,life,1182.4,standard coverage,0.08
5071,24,109923,Doctor,Married,0,0.21,balanced,vehicle,1272.41,standard coverage,0.14
5072,60,146176,Teacher,Single,2,0.91,balanced,life,2885.76,standard coverage,0.84
5073,54,98910,Engineer,Married,3,0.81,comprehensive coverage,life,2005.02,full coverage,0.56
5074,26,118611,Lawyer,Single,2,0.05,budget-friendly,life,1911.77,basic coverage,0.05
5075,31,149365,Engineer,Divorced,3,0.64,budget-friendly,health,645.18,standard coverage,0.54
5076,47,31823,Business,Married,3,0.52,budget-friendly,health,2904.89,basic coverage,0.5
5077,68,116753,Teacher,Married,0,0.36,balanced,life,2681.31,standard coverage,0.2
5078,64,36955,Freelancer,Single,2,0.5,comprehensive coverage,vehicle,2978.19,standard coverage,0.29
5079,65,116415,Business,Divorced,1,0.15,comprehensive coverage,vehicle,1634.01,standard coverage,0.15
5080,37,123766,Teacher,Divorced,1,0.95,comprehensive coverage,home,469.64,full coverage,0.85
5081,64,70799,Lawyer,Married,3,0.17,balanced,vehicle,1907.31,standard coverage,0.13
5082,40,39872,Lawyer,Divorced,3,0.19,budget-friendly,vehicle,1862.65,basic coverage,0.18
5083,32,67535,Business,Single,1,0.37,comprehensive coverage,vehicle,661.11,standard coverage,0.32
5084,48,91453,Teacher,Single,0,0.21,balanced,life,861.08,standard coverage,0.16
5085,21,54008,Teacher,Single,0,0.31,budget-friendly,vehicle,740.86,basic coverage,0.26
5086,42,57788,Lawyer,Single,3,0.04,budget-friendly,vehicle,1929.08,basic coverage,0.03
5087,68,86305,Doctor,Single,3,0.61,comprehensive coverage,health,1327.09,full coverage,0.6
5088,36,108463,Business,Divorced,1,0.24,comprehensive coverage,life,2360.46,standard coverage,0.18
5089,54,122888,Business,Divorced,3,0.97,budget-friendly,life,1696.92,standard coverage,0.55
5090,51,90171,Teacher,Married,2,0.11,comprehensive coverage,life,960.14,standard coverage,0.08
5091,18,78812,Freelancer,Married,3,0.08,budget-friendly,vehicle,858.46,basic coverage,0.06
5092,58,143295,Engineer,Divorced,0,0.17,balanced,vehicle,1996.97,standard coverage,0.12
5093,48,42784,Freelancer,Divorced,1,0.54,comprehensive coverage,vehicle,886.96,standard coverage,0.53
5094,57,99597,Lawyer,Married,2,0.75,comprehensive coverage,health,2523.15,full coverage,0.73
5095,61,85091,Freelancer,Married,3,0.56,comprehensive coverage,health,533.09,standard coverage,0.45
5096,52,46020,Lawyer,Single,1,0.86,comprehensive coverage,life,3709.18,full coverage,0.43
5097,44,120647,Freelancer,Divorced,3,0.59,balanced,vehicle,1702.62,standard coverage,0.42
5098,38,133978,Doctor,Divorced,1,0.14,comprehensive coverage,life,484.16,standard coverage,0.12
5099,25,56234,Engineer,Divorced,2,0.19,balanced,life,1217.63,standard coverage,0.18
5100,35,139956,Engineer,Divorced,3,0.36,comprehensive coverage,vehicle,466.08,standard coverage,0.22
5101,40,133022,Engineer,Single,0,0.92,budget-friendly,health,2743.7,standard coverage,0.5
5102,58,35408,Doctor,Divorced,2,0.46,budget-friendly,life,1583.85,basic coverage,0.39
5103,53,105248,Lawyer,Single,3,0.87,balanced,home,792.94,standard coverage,0.54
5104,46,41422,Engineer,Divorced,2,0.07,balanced,life,1389.0,standard coverage,0.07
5105,33,144673,Lawyer,Married,3,0.69,comprehensive coverage,health,1220.64,full coverage,0.64
5106,67,126496,Lawyer,Divorced,3,0.47,comprehensive coverage,life,2786.96,standard coverage,0.37
5107,27,103762,Doctor,Married,3,0.17,balanced,life,1614.29,standard coverage,0.13
5108,34,130871,Lawyer,Married,2,0.08,budget-friendly,vehicle,1004.25,basic coverage,0.04
5109,39,42106,Teacher,Divorced,2,0.32,balanced,vehicle,594.71,standard coverage,0.32
5110,57,87488,Lawyer,Single,0,0.82,comprehensive coverage,home,2654.83,full coverage,0.51
5111,19,102271,Teacher,Divorced,1,0.64,budget-friendly,health,1723.53,standard coverage,0.45
5112,59,49475,Engineer,Divorced,0,0.46,comprehensive coverage,vehicle,2260.56,standard coverage,0.37
5113,47,100106,Freelancer,Divorced,0,0.85,balanced,life,2530.46,standard coverage,0.6
5114,61,41511,Teacher,Divorced,1,0.18,budget-friendly,life,1557.81,basic coverage,0.16
5115,56,34429,Engineer,Divorced,2,0.28,budget-friendly,vehicle,1948.14,basic coverage,0.15
5116,56,37189,Freelancer,Married,0,0.55,budget-friendly,vehicle,1301.96,basic coverage,0.48
5117,62,46821,Teacher,Divorced,3,0.59,comprehensive coverage,vehicle,3086.61,standard coverage,0.36
5118,36,80032,Teacher,Divorced,0,0.32,balanced,life,2488.47,standard coverage,0.27
5119,27,77562,Engineer,Divorced,1,0.5,budget-friendly,vehicle,2236.83,basic coverage,0.45
5120,37,64000,Doctor,Single,2,0.12,comprehensive coverage,vehicle,465.3,standard coverage,0.11
5121,41,34466,Lawyer,Married,1,0.01,balanced,vehicle,1681.36,standard coverage,0.01
5122,23,99712,Teacher,Single,3,0.91,balanced,home,1494.74,standard coverage,0.79
5123,62,54522,Business,Single,3,0.44,budget-friendly,life,636.98,basic coverage,0.38
5124,35,51199,Doctor,Married,2,0.23,budget-friendly,vehicle,1733.08,basic coverage,0.12
5125,33,113284,Freelancer,Divorced,0,0.33,balanced,life,2118.08,standard coverage,0.26
5126,56,113936,Lawyer,Married,2,0.52,comprehensive coverage,health,2655.3,standard coverage,0.34
5127,57,80316,Doctor,Married,2,0.95,balanced,home,810.37,standard coverage,0.7
5128,57,70048,Doctor,Divorced,0,0.72,comprehensive coverage,health,981.34,full coverage,0.59
5129,33,73772,Engineer,Married,0,0.95,balanced,home,3555.14,standard coverage,0.91
5130,57,57676,Business,Divorced,0,0.11,balanced,vehicle,664.96,standard coverage,0.09
5131,32,107262,Lawyer,Divorced,0,0.18,comprehensive coverage,life,1493.13,standard coverage,0.13
5132,57,69561,Doctor,Divorced,0,0.36,balanced,vehicle,727.77,standard coverage,0.25
5133,23,71870,Engineer,Married,0,0.24,balanced,vehicle,550.15,standard coverage,0.16
5134,50,80298,Lawyer,Divorced,0,0.96,balanced,life,1239.83,standard coverage,0.78
5135,65,72346,Engineer,Single,2,0.17,budget-friendly,vehicle,714.68,basic coverage,0.14
5136,30,77610,Lawyer,Married,3,0.17,comprehensive coverage,life,646.05,standard coverage,0.16
5137,21,136060,Doctor,Single,0,0.49,balanced,vehicle,558.49,standard coverage,0.27
5138,49,50991,Teacher,Single,1,0.7,comprehensive coverage,health,558.43,full coverage,0.68
5139,67,62251,Freelancer,Single,1,0.38,budget-friendly,vehicle,1061.99,basic coverage,0.29
5140,46,93010,Freelancer,Married,0,0.04,comprehensive coverage,life,818.76,standard coverage,0.03
5141,24,110693,Business,Divorced,0,0.77,budget-friendly,health,2838.93,standard coverage,0.65
5142,50,47300,Freelancer,Single,2,0.95,balanced,home,3306.33,standard coverage,0.55
5143,22,76237,Teacher,Single,1,0.81,balanced,life,851.8,standard coverage,0.68
5144,57,74911,Teacher,Divorced,2,0.84,comprehensive coverage,health,2993.21,full coverage,0.51
5145,21,64477,Doctor,Divorced,0,0.85,budget-friendly,health,1261.44,standard coverage,0.57
5146,24,37977,Engineer,Single,1,0.76,comprehensive coverage,health,1929.73,full coverage,0.71
5147,33,39708,Business,Single,3,0.81,budget-friendly,home,641.99,standard coverage,0.75
5148,54,104950,Teacher,Married,2,0.08,balanced,life,990.25,standard coverage,0.07
5149,66,93664,Engineer,Divorced,2,0.05,balanced,life,310.11,standard coverage,0.03
5150,28,61639,Business,Divorced,2,0.08,budget-friendly,vehicle,229.23,basic coverage,0.05
5151,67,110079,Doctor,Married,1,0.59,budget-friendly,health,2986.28,basic coverage,0.49
5152,22,82804,Freelancer,Married,2,0.24,budget-friendly,vehicle,2030.43,basic coverage,0.15
5153,46,144821,Business,Married,3,0.03,balanced,life,600.52,standard coverage,0.02
5154,42,122033,Freelancer,Single,2,0.08,budget-friendly,life,767.88,basic coverage,0.05
5155,20,48946,Lawyer,Married,1,0.07,budget-friendly,life,461.1,basic coverage,0.05
